6dFGS,RAJ2000,DEJ2000,czgal,czgr,log(Dz/DH),e_log(Dz/DH)
g0059377-135316,14.90715,-13.8877,11144,,-0.1131,0.1254
g0059466-402001,14.9442,-40.3336,6794,,0.0734,0.0934
g0059538-141441,14.9742,-14.2446,16152,15541,-0.1495,0.1291
g0059591-135943,14.99625,-13.9953,15581,15541,0.0029,0.1062
g0100041-110458,15.01725,-11.0826,5023,,-0.09,0.1023
g0100249-140856,15.1035,-14.1488,15522,15541,0.0988,0.1068
g0100410-424503,15.171,-42.7509,15859,,-0.1316,0.1222
g0100499-064621,15.20775,-6.7725,5406,5233,-0.1138,0.0973
g0101062-043619,15.276,-4.6052,8551,,0.0938,0.1194
g0101161-190312,15.31695,-19.0533,15954,,-0.0923,0.1119
g0101238-005710,15.34905,-0.9528,14932,,-0.1348,0.1946
g0101426-153404,15.42735,-15.5678,5303,,0.0539,0.0926
g0101539-203344,15.47445,-20.5621,11582,,0.0119,0.1088
g0101541-373031,15.47535,-37.5085,8852,8892,-0.0211,0.1016
g0101566-144324,15.486,-14.7233,15345,15978,0.1193,0.1111
g0102097-511912,15.5403,-51.3201,15960,,-0.0222,0.114
g0102435-193914,15.68115,-19.6538,11580,,-0.1448,0.14
g0103129-205945,15.80355,-20.9957,12393,,0.0812,0.096
g0103158-013256,15.8157,-1.549,12807,,-0.1687,0.1135
g0103202-014726,15.8343,-1.7904,14126,,0.0471,0.1224
g0103203-050748,15.8343,-5.1299,10742,,-0.108,0.1705
g0103392-135651,15.9135,-13.9475,15764,,-0.0044,0.1176
g0103410-134549,15.9207,-13.7636,15284,,0.027,0.1018
g0103478-085747,15.9492,-8.9631,11138,,0.0856,0.1081
g0103524-202330,15.96855,-20.3916,15330,,0.031,0.1239
g0103537-492214,15.97395,-49.3706,8996,,0.0157,0.1046
g0103552-512136,15.9798,-51.3599,15961,,-0.0321,0.1088
g0104026-113832,16.0107,-11.6421,14231,,0.0322,0.1057
g0104170-150618,16.0707,-15.1049,15767,,0.0168,0.1108
g0104249-463007,16.1037,-46.5021,9073,8964,0.0883,0.0941
g0104335-001912,16.1397,-0.32,15084,15009,-0.204,0.1203
g0104388-041530,16.16175,-4.2582,11371,,-0.0789,0.1575
g0104409-004810,16.1703,-0.8027,4921,5033,-0.2047,0.0967
g0104507-151318,16.21125,-15.2215,15588,,0.2051,0.1355
g0104599-460433,16.2495,-46.0758,8771,8964,0.0654,0.0907
g0105114-201802,16.29765,-20.3005,15870,,0.1193,0.1225
g0105163-385739,16.31805,-38.9609,13657,,-0.0426,0.1003
g0105189-112130,16.32885,-11.3582,13781,,0.2635,0.1223
g0105348-083613,16.395,-8.6035,15965,,0.0839,0.1499
g0105414-133250,16.4223,-13.5473,15165,15416,-0.0279,0.1656
g0105484-482354,16.45185,-48.3984,13939,,0.2175,0.1342
g0106027-735952,16.5111,-73.9979,9907,,0.1441,0.0957
g0106082-135334,16.53435,-13.8929,14686,15416,-0.2513,0.1296
g0106158-163234,16.56585,-16.5428,10915,,0.089,0.0929
g0106158-180355,16.5657,-18.0652,15625,,0.0556,0.1194
g0106299-132224,16.6245,-13.3734,15405,15416,0.1929,0.1263
g0106322-203743,16.6341,-20.6287,16112,,-0.0678,0.185
g0106350-171736,16.64565,-17.2932,15474,,0.08,0.14
g0106479-203746,16.69935,-20.6294,12155,,-0.1754,0.1098
g0106531-514746,16.7214,-51.796,16054,,-0.0437,0.1199
g0106545-192741,16.72725,-19.4613,12602,,0.1764,0.1273
g0106591-152955,16.74615,-15.4987,11273,,0.1685,0.1125
g0107050-192229,16.7706,-19.3748,15959,,0.1916,0.1087
g0107069-372848,16.77855,-37.48,14341,,0.1662,0.1
g0107073-470319,16.7805,-47.0554,6498,6757,-0.1846,0.1064
g0107074-514513,16.78095,-51.7537,16054,,0.113,0.1103
g0107101-064605,16.7919,-6.7679,12666,,-0.0044,0.1367
g0107111-415460,16.7964,-41.9166,6685,,-0.0573,0.0941
g0107189-004651,16.82865,-0.7809,13437,,-0.1458,0.1196
g0107206-163624,16.83585,-16.6067,10976,,0.0843,0.0988
g0107220-132013,16.84155,-13.3368,15705,15416,-0.0433,0.1239
g0107304-451050,16.8765,-45.1807,7329,6757,0.0883,0.1172
g0107329-131617,16.887,-13.2714,15795,15416,0.2381,0.0967
g0107418-025645,16.92405,-2.9457,13141,,-0.0093,0.1223
g0107475-213438,16.94805,-21.5771,15096,14709,-0.0258,0.1441
g0108030-433140,17.0124,-43.5279,16076,,0.0572,0.118
g0108131-133916,17.0547,-13.6544,15137,,-0.044,0.128
g0108131-614707,17.0544,-61.7852,12089,,0.0605,0.1407
g0108158-180004,17.0658,-18.001,15417,,0.0558,0.1029
g0108306-145705,17.1276,-14.9513,15020,,-0.0953,0.1182
g0108356-170047,17.1483,-17.013,15625,,0.0374,0.1086
g0108398-152952,17.16585,-15.4977,16041,16082,0.0781,0.1279
g0108401-155117,17.1672,-15.8546,12024,12168,0.0117,0.132
g0108454-114855,17.1891,-11.8153,13065,,0.1033,0.1133
g0108497-155655,17.2071,-15.9486,12325,12168,0.0668,0.0985
g0108525-003919,17.21865,-0.6553,13259,,-0.1286,0.1232
g0108584-823541,17.2431,-82.5948,15742,,0.0579,0.1083
g0109088-534431,17.28675,-53.742,16035,,0.0299,0.1111
g0109205-454056,17.3355,-45.6822,6913,6757,-0.1332,0.1545
g0109223-014145,17.3427,-1.6959,3728,,-0.1856,0.106
g0109228-463943,17.3451,-46.6619,6468,6757,-0.0062,0.0931
g0109253-162149,17.35515,-16.3636,8818,,0.0253,0.1027
g0109332-354820,17.38845,-35.8056,6392,,-0.0132,0.0916
g0109371-110809,17.40435,-11.1357,13155,,-0.0964,0.1603
g0109391-611960,17.4129,-61.3332,7680,7904,0.1589,0.1233
g0109397-455931,17.4153,-45.9919,6915,6757,-0.2604,0.1075
g0109589-023758,17.49525,-2.6329,15571,,-0.0605,0.1121
g0110022-194404,17.5089,-19.7344,14343,,-0.1282,0.1521
g0110050-153352,17.5209,-15.5644,14843,16082,0.0145,0.1077
g0110286-613333,17.6193,-61.5592,7772,7904,0.1073,0.1102
g0110341-523324,17.64195,-52.5566,7246,,-0.0293,0.0931
g0110379-120208,17.65785,-12.0355,13247,,0.0343,0.1207
g0110414-153112,17.6724,-15.52,8817,,0.0147,0.1013
g0110417-154605,17.67375,-15.7681,15593,16082,-0.0503,0.1111
g0110544-185750,17.72685,-18.9639,15661,,0.0531,0.0984
g0110579-133912,17.7414,-13.6532,15409,15181,0.0157,0.156
g0110597-172853,17.7489,-17.4813,15418,,0.1135,0.1572
g0111027-140259,17.76135,-14.0496,15740,15181,-0.0331,0.1219
g0111046-455844,17.7693,-45.9788,7605,6757,-0.0468,0.1019
g0111056-180854,17.7732,-18.1483,12362,,0.0338,0.0983
g0111160-613033,17.81655,-61.5091,8221,7904,-0.1285,0.1226
g0111215-181639,17.83965,-18.2774,12272,,-0.2019,0.1808
g0111246-162740,17.85255,-16.461,14126,14947,-0.2367,0.1188
g0111323-140230,17.88435,-14.0417,15110,15181,-0.0673,0.1236
g0111363-151252,17.90115,-15.2145,12625,,0.0554,0.1004
g0111405-122707,17.91885,-12.4521,13369,,0.0557,0.1611
g0111424-300142,17.9268,-30.0282,9430,,0.0514,0.1028
g0111485-312820,17.95185,-31.4721,9884,,-0.1143,0.1208
g0111489-123304,17.95365,-12.5512,13189,,0.0403,0.1122
g0111525-454903,17.9688,-45.8174,6315,6757,-0.0067,0.1061
g0111531-153420,17.9712,-15.5721,13765,,-0.1378,0.1188
g0111533-142139,17.97195,-14.3609,13702,,-0.1701,0.1279
g0112053-000940,18.0222,-0.1612,13501,,-0.3359,0.1667
g0112061-614143,18.02535,-61.6952,7983,7904,0.0307,0.1049
g0112094-321433,18.0393,-32.2423,9678,10031,0.096,0.1023
g0112134-380603,18.05565,-38.1007,12428,,-0.1163,0.1347
g0112267-124632,18.11115,-12.7755,13250,,0.2154,0.1167
g0112378-460410,18.15765,-46.0693,7726,6757,-0.0062,0.092
g0112422-172036,18.1758,-17.3433,12900,,0.0753,0.1186
g0112486-554328,18.20235,-55.7245,5104,,-0.1356,0.1158
g0112502-161845,18.2091,-16.3124,11159,,-0.0364,0.1482
g0112574-002042,18.2394,-0.3449,5348,5114,-0.0699,0.0952
g0112599-001509,18.24975,-0.2524,5048,5114,0.0096,0.0937
g0113047-185949,18.2694,-18.9971,14793,,0.0147,0.1282
g0113130-444539,18.30435,-44.7607,7451,,-0.0348,0.1242
g0113184-151954,18.3267,-15.3317,13646,,-0.1048,0.1032
g0113253-152215,18.3552,-15.3709,13826,,-0.081,0.1253
g0113362-014621,18.4008,-1.7724,11346,,-0.0218,0.1485
g0113432-315035,18.4299,-31.8431,5990,5360,-0.0659,0.1103
g0113455-310348,18.43965,-31.0633,5477,5360,-0.0074,0.1156
g0113473-314450,18.44685,-31.7472,5480,,0.1019,0.0919
g0113588-452447,18.495,-45.4131,9193,,-0.0026,0.1514
g0114066-124539,18.52755,-12.7607,12082,,-0.0177,0.1105
g0114149-143941,18.5622,-14.6613,12836,12939,-0.0656,0.176
g0114228-163821,18.59475,-16.6393,11161,,0.0076,0.1075
g0114239-152218,18.59955,-15.3715,13257,,0.0765,0.1316
g0114257-132148,18.6072,-13.3632,13283,,-0.0961,0.165
g0114386-010114,18.66105,-1.0206,5380,,-0.006,0.1008
g0114563-091111,18.73455,-9.1863,12796,,-0.2379,0.1433
g0115037-443341,18.76545,-44.5615,8650,9149,0.076,0.1124
g0115041-533859,18.76695,-53.6498,15768,,-0.1814,0.1136
g0115069-135147,18.7788,-13.8629,14903,,-0.0228,0.1364
g0115165-013734,18.81885,-1.6262,1754,,-0.1226,0.1143
g0115260-314521,18.85815,-31.7559,5091,5360,-0.1609,0.1107
g0115281-444610,18.867,-44.7694,9191,9149,-0.0188,0.1134
g0115369-063554,18.9039,-6.5983,5957,5955,-0.0112,0.1056
g0115430-143104,18.92895,-14.5178,15085,,0.0454,0.1164
g0115516-313523,18.96495,-31.5896,10577,,0.1933,0.1037
g0115523-012207,18.9678,-1.3685,11167,,0.1117,0.1025
g0115552-154651,18.9801,-15.7809,13379,,-0.1304,0.1292
g0116056-000054,19.02345,-0.0149,13055,,0.1612,0.1108
g0116105-174820,19.04385,-17.8057,14463,,0.0277,0.1035
g0116107-151032,19.04445,-15.1756,12988,,-0.1062,0.1094
g0116168-632305,19.0701,-63.3848,11951,,0.1074,0.1072
g0116301-155508,19.1253,-15.9189,12091,12986,0.0294,0.1414
g0116302-160412,19.1259,-16.07,15359,,-0.1477,0.182
g0116304-075837,19.1265,-7.977,5210,5223,-0.0253,0.0935
g0116308-155136,19.1283,-15.8599,12570,,0.0114,0.1489
g0117035-441051,19.26465,-44.1807,6611,6569,0.0045,0.1017
g0117042-465919,19.26765,-46.9886,15407,,-0.0383,0.1011
g0117049-501703,19.2702,-50.2841,14373,,-0.0368,0.1357
g0117133-160600,19.3053,-16.1001,13321,12986,0.0887,0.1274
g0117170-141636,19.32105,-14.2766,12957,,-0.2154,0.1245
g0117238-160345,19.34925,-16.0624,13141,12986,0.0592,0.1007
g0117527-355810,19.4694,-35.9695,14792,14966,0.0693,0.1167
g0118007-165544,19.50315,-16.9288,5649,5664,-0.0646,0.108
g0118028-013420,19.51185,-1.5723,11679,,0.1478,0.1054
g0118108-135402,19.54485,-13.9005,15655,,-0.0309,0.1148
g0118130-010423,19.55415,-1.0731,13028,13246,-0.1699,0.161
g0118530-003935,19.72095,-0.6598,14166,,0.1306,0.1142
g0118536-010007,19.7235,-1.0021,13238,13246,0.0673,0.0942
g0118545-004059,19.72695,-0.6832,13297,,0.064,0.11
g0119032-011401,19.7631,-1.2337,13149,13246,-0.092,0.1234
g0119070-011553,19.779,-1.2648,13179,13246,-0.056,0.1037
g0119115-135232,19.79775,-13.8756,11938,,0.0457,0.124
g0119135-010840,19.80615,-1.1444,13688,13246,-0.1325,0.1036
g0119195-163828,19.83105,-16.6411,5679,5664,-0.1022,0.0978
g0119333-174136,19.88865,-17.6933,12307,,0.0348,0.0979
g0120016-000816,20.0067,-0.1376,12519,,-0.0778,0.1134
g0120049-134747,20.0202,-13.7964,15447,,-0.1436,0.114
g0120124-045803,20.0517,-4.9676,13993,,-0.1015,0.1204
g0120361-210103,20.15055,-21.0176,15674,,-0.0083,0.131
g0120482-430458,20.20065,-43.0829,14103,,0.1187,0.118
g0120582-143035,20.24265,-14.5097,14849,,0.0913,0.1029
g0121125-091240,20.30205,-9.2112,5216,,0.1514,0.1026
g0121127-142416,20.3028,-14.4043,14909,,0.065,0.1392
g0121135-362821,20.3061,-36.4726,5712,,-0.1127,0.1069
g0121146-041016,20.3109,-4.1711,12704,,-0.1698,0.1531
g0121178-224802,20.32395,-22.8007,5696,,0.0582,0.0964
g0121515-071846,20.46465,-7.3128,7582,,-0.0716,0.0993
g0122071-421633,20.5296,-42.2757,8974,,0.0022,0.1114
g0122092-095319,20.53845,-9.8885,12503,,0.2878,0.1238
g0122098-075229,20.541,-7.8748,12470,,-0.1747,0.1796
g0122238-005231,20.59905,-0.8752,7783,7565,0.1135,0.0927
g0122273-021815,20.61375,-2.3041,15731,15820,-0.1012,0.1522
g0122321-022436,20.63385,-2.4099,4968,5104,-0.025,0.1147
g0122354-003412,20.6475,-0.5701,7334,7565,0.1121,0.1001
g0122469-012331,20.6955,-1.392,5387,5104,0.1033,0.1104
g0122526-423354,20.7192,-42.5649,6787,,-0.0661,0.0981
g0123069-344404,20.7786,-34.7344,9365,,0.1552,0.1251
g0123118-202914,20.79915,-20.4871,15495,,-0.1567,0.11
g0123124-003828,20.8017,-0.6411,8024,7565,-0.0026,0.0928
g0123156-203256,20.8149,-20.5488,15435,,-0.0918,0.108
g0123158-090141,20.81595,-9.0281,14571,,0.0901,0.1215
g0123293-003157,20.87205,-0.5326,7965,7565,-0.0796,0.1056
g0123407-014948,20.9196,-1.83,5299,5104,-0.2351,0.1007
g0123490-154235,20.9541,-15.7098,12936,,0.0175,0.1363
g0123492-164831,20.955,-16.8086,12668,,0.1112,0.1234
g0123512-274718,20.96325,-27.7884,5594,,-0.0694,0.1174
g0123590-093354,20.9958,-9.565,12924,,-0.0318,0.1406
g0124043-031536,21.018,-3.26,15883,,-0.143,0.1137
g0124075-015137,21.03135,-1.8602,4879,5104,0.0725,0.1037
g0124195-014446,21.0813,-1.7462,5149,5104,0.0256,0.0968
g0124286-013829,21.1194,-1.6413,5149,5104,-0.0069,0.1056
g0124308-153216,21.1284,-15.5378,5471,,0.038,0.0955
g0124374-094601,21.15585,-9.767,10796,,-0.0069,0.1469
g0124409-213408,21.1704,-21.5689,8484,,-0.1082,0.1043
g0124446-380745,21.186,-38.1291,5601,5864,0.0132,0.0934
g0124524-013701,21.2181,-1.6171,5509,5104,0.033,0.1032
g0125127-354859,21.30285,-35.8164,10300,10345,0.225,0.1246
g0125162-115450,21.31755,-11.9139,14758,,0.0359,0.1165
g0125182-075206,21.32595,-7.8684,9894,,-0.0057,0.0999
g0125324-381702,21.3849,-38.2837,5872,5864,0.0614,0.1055
g0125366-074424,21.40245,-7.74,12233,,-0.1208,0.108
g0125379-125059,21.40785,-12.8497,14130,,-0.2139,0.1548
g0125471-080817,21.44625,-8.138,14662,14551,0.2078,0.1038
g0125560-112830,21.48315,-11.475,14728,,0.0878,0.1382
g0126067-132512,21.52815,-13.4201,13982,,-0.0351,0.1066
g0126158-453728,21.56595,-45.6245,15047,,-0.1981,0.1639
g0126218-053158,21.59085,-5.5326,12650,,0.1514,0.1113
g0126252-013819,21.6048,-1.6387,5271,5104,0.0729,0.1075
g0126262-372726,21.6093,-37.4573,9137,9145,-0.012,0.0953
g0126313-201437,21.63045,-20.2436,15347,,-0.0452,0.1276
g0126337-192652,21.6405,-19.4478,15375,,-0.018,0.1199
g0126448-033005,21.68685,-3.5015,5453,,0.0483,0.0917
g0126499-082927,21.70785,-8.4909,14633,,0.1507,0.0979
g0126517-225711,21.7152,-22.953,9659,9490,0.0443,0.1105
g0126561-072224,21.7338,-7.3734,9865,,-0.0367,0.1022
g0126571-131348,21.7377,-13.23,15211,,0.1051,0.1117
g0126582-373322,21.74235,-37.5562,9258,9145,-0.3506,0.1781
g0127024-101555,21.76005,-10.2653,6662,,-0.0408,0.0939
g0127084-031311,21.78495,-3.2198,13667,,0.0408,0.1408
g0127099-202415,21.79125,-20.4042,9772,,0.0481,0.0975
g0127136-214626,21.80655,-21.7738,5219,,0.0155,0.0944
g0127150-031809,21.8124,-3.3026,13817,,0.2178,0.1221
g0127162-011619,21.81735,-1.272,4552,5104,-0.0929,0.0947
g0127162-015815,21.81735,-1.9709,4672,5104,-0.0322,0.1205
g0127192-440353,21.82995,-44.0648,15161,,0.1434,0.1024
g0127254-015447,21.8559,-1.913,5152,5104,0.2372,0.1212
g0127334-044059,21.8892,-4.6829,14029,14037,-0.08,0.1115
g0127344-043907,21.8934,-4.6521,14509,14037,0.0678,0.1166
g0127360-045951,21.90015,-4.9974,13820,14037,0.0168,0.1005
g0127482-015246,21.95085,-1.8795,5512,5104,-0.0546,0.093
g0127570-354304,21.9876,-35.7177,5385,5464,-0.0417,0.0958
g0128014-165126,22.0059,-16.8571,13631,,0.1055,0.0965
g0128021-004418,22.0089,-0.7383,5390,5104,-0.2028,0.1038
g0128042-052626,22.0173,-5.4405,14120,,-0.1627,0.1264
g0128102-011822,22.04235,-1.306,4193,5104,0.1459,0.0985
g0128130-015456,22.05405,-1.9155,4433,5104,0.0109,0.1059
g0128374-000410,22.15605,-0.0693,5331,,-0.2764,0.131
g0128446-232438,22.1856,-23.4106,12480,,0.1899,0.1076
g0128520-195758,22.2165,-19.9662,9832,,-0.0222,0.1479
g0128586-005656,22.24425,-0.9489,5181,5104,0.1134,0.0965
g0128596-003343,22.24815,-0.5619,5151,5104,0.1317,0.0923
g0129012-204915,22.25505,-20.8208,9445,,-0.2137,0.1164
g0129016-433723,22.25685,-43.623,9374,,0.0415,0.1015
g0129024-090829,22.26,-9.1414,14696,,-0.0134,0.1118
g0129082-535241,22.28415,-53.8781,15416,,-0.1012,0.1405
g0129192-121215,22.3299,-12.2042,14942,,0.0174,0.1457
g0129257-121143,22.35705,-12.1954,14942,,0.1207,0.1167
g0129268-103916,22.36185,-10.6543,14579,,0.1569,0.1196
g0129281-201926,22.36695,-20.3239,12592,,0.0272,0.1109
g0129440-011429,22.4331,-1.2415,4884,5104,-0.0528,0.0942
g0129479-015902,22.44945,-1.9837,5604,5104,-0.2457,0.1419
g0129490-530335,22.4541,-53.0598,15862,,0.1331,0.1107
g0129552-202629,22.4799,-20.4414,9534,,-0.0036,0.104
g0130064-023923,22.5267,-2.6565,5215,,-0.0855,0.0998
g0130382-104549,22.65915,-10.7635,12602,,-0.1435,0.1331
g0130426-162752,22.6776,-16.4643,13753,,0.0183,0.0982
g0130439-125707,22.68285,-12.952,13026,,-0.233,0.2011
g0130517-224242,22.7154,-22.7117,9661,,0.0215,0.1251
g0131084-511356,22.785,-51.2321,16184,15932,-0.118,0.1149
g0131136-112054,22.80645,-11.3482,12663,,-0.0766,0.1061
g0131140-265135,22.8084,-26.8596,5507,,-0.0671,0.1011
g0131229-004027,22.84545,-0.6742,4524,4365,-0.2734,0.1104
g0131249-201120,22.85385,-20.1889,12533,,-0.0184,0.1002
g0131391-422159,22.9128,-42.3662,6403,6858,-0.0477,0.0929
g0132019-414124,23.00775,-41.6899,8049,,-0.044,0.0955
g0132199-204945,23.08305,-20.829,15533,,0.1248,0.0967
g0132205-075134,23.0853,-7.8596,11939,12191,0.1377,0.1072
g0132223-075224,23.09295,-7.8732,12119,12191,-0.1226,0.1348
g0132399-120234,23.1663,-12.0427,5021,5185,0.0847,0.0981
g0132434-120917,23.18085,-12.1547,5261,5185,-0.0905,0.1296
g0132538-121129,23.22405,-12.1913,5172,5185,0.089,0.0935
g0132571-524308,23.23785,-52.7189,6599,,-0.2023,0.1026
g0133168-362625,23.32005,-36.4403,9019,8727,0.0011,0.0998
g0133185-210010,23.3268,-21.0027,15355,,0.0113,0.1014
g0133328-210440,23.3868,-21.0777,15115,,-0.0145,0.1655
g0133351-363552,23.39625,-36.5977,8720,8727,0.0188,0.0959
g0133394-021639,23.41425,-2.2775,16041,,0.0433,0.1177
g0133427-433015,23.4279,-43.5041,14203,,0.1727,0.1074
g0133507-540222,23.46135,-54.0394,15300,,-0.1916,0.1192
g0134080-010156,23.5332,-1.0323,4558,4365,0.0412,0.1151
g0134198-142811,23.5824,-14.4696,14711,,-0.2177,0.1541
g0134454-005942,23.68905,-0.9949,13011,,-0.0382,0.1136
g0134576-242525,23.7399,-24.4236,11828,,-0.0144,0.1217
g0135477-051110,23.9487,-5.1862,15476,,-0.1189,0.1805
g0135511-100011,23.9628,-10.003,5500,,-0.0174,0.0976
g0136013-075925,24.0054,-7.9902,12332,,0.0323,0.1131
g0136197-082842,24.0819,-8.4782,12124,,-0.0129,0.1618
g0136399-012345,24.16605,-1.3957,13075,,0.1653,0.1152
g0136406-135322,24.16905,-13.8894,11474,11749,0.0763,0.0964
g0136462-152059,24.1926,-15.3497,15255,,0.0193,0.1336
g0136481-134706,24.20025,-13.7851,14892,,0.0168,0.1067
g0136538-140511,24.22425,-14.0863,11205,11749,-0.1143,0.1148
g0136556-050004,24.2316,-5.0011,11340,11202,0.0605,0.1627
g0136570-135757,24.23745,-13.9657,11774,11749,-0.1427,0.1125
g0137081-150342,24.28365,-15.0615,11807,,0.1039,0.0998
g0137086-092149,24.28575,-9.3635,11676,11966,-0.087,0.1205
g0137157-090133,24.3153,-9.0257,11616,11966,-0.0474,0.1358
g0137168-064522,24.3201,-6.756,12242,,-0.0753,0.1225
g0137212-133846,24.33825,-13.6461,11594,11749,-0.117,0.1125
g0137340-424026,24.3915,-42.6739,6438,6261,0.0923,0.096
g0137372-123108,24.405,-12.5189,11682,,-0.0405,0.1008
g0137384-050344,24.4101,-5.0621,10891,11202,0.1394,0.0943
g0137408-131853,24.42015,-13.3147,11894,11749,0.0637,0.098
g0137433-002910,24.4305,-0.4862,15143,,-0.0674,0.1395
g0137599-090026,24.4995,-9.0072,12126,11966,-0.0166,0.1103
g0138132-092900,24.555,-9.4834,12217,11966,-0.0632,0.1075
g0138140-023432,24.5583,-2.5756,13467,,0.0115,0.1409
g0138151-194731,24.56295,-19.7919,12928,,0.1239,0.1082
g0138278-090946,24.61575,-9.1628,11827,11966,-0.0207,0.1535
g0138398-174952,24.66585,-17.8312,10285,,0.0631,0.0956
g0138415-201459,24.67305,-20.2498,9452,,0.0388,0.1029
g0139125-212549,24.8019,-21.4304,14372,,-0.1079,0.1379
g0139140-141642,24.8085,-14.2783,11567,11749,0.0057,0.1036
g0139216-045050,24.84015,-4.8473,16109,,-0.0275,0.1059
g0139317-333524,24.882,-33.5899,10302,,-0.1458,0.1512
g0139556-133012,24.9816,-13.5034,11386,,-0.0524,0.111
g0139567-050427,24.9861,-5.0743,10743,,-0.0512,0.1082
g0140030-071211,25.01265,-7.2029,14883,,-0.0981,0.1525
g0140076-062542,25.0314,-6.4284,15062,,0.1362,0.1325
g0140334-044548,25.1391,-4.7632,12153,12239,0.1004,0.1121
g0140536-101642,25.2234,-10.2782,5056,,-0.0127,0.0966
g0140575-013529,25.23945,-1.5914,8522,,0.0083,0.1207
g0141028-141853,25.26165,-14.3147,11659,11734,0.005,0.1238
g0141269-205800,25.362,-20.9667,14403,,-0.1227,0.1379
g0141326-015204,25.38555,-1.8678,12930,,-0.0075,0.1496
g0141423-073528,25.42635,-7.5912,15275,15146,-0.1164,0.102
g0141528-045324,25.46985,-4.8899,10385,,0.0967,0.1027
g0141596-203627,25.4982,-20.6076,14042,,0.1494,0.1012
g0142225-113617,25.5939,-11.6046,15133,,-0.1293,0.1326
g0142254-044621,25.6059,-4.7724,13983,,-0.0928,0.1097
g0142283-073209,25.61775,-7.5359,15156,15146,-0.0593,0.1104
g0142353-155127,25.64685,-15.8576,15771,,-0.067,0.1486
g0142456-045133,25.6899,-4.859,11615,11540,0.0639,0.1347
g0142529-405034,25.72035,-40.8427,7634,,0.0122,0.1046
g0143097-341431,25.7904,-34.2419,3592,3570,0.0558,0.0971
g0143109-143958,25.7952,-14.666,15079,,-0.0683,0.1178
g0143428-040006,25.92825,-4.0017,5110,5123,-0.0896,0.0932
g0144075-361127,26.0313,-36.1908,8097,,0.1683,0.1101
g0144287-403953,26.1198,-40.6646,9943,,0.1483,0.1037
g0144390-073712,26.1627,-7.62,5145,,-0.0459,0.1041
g0144567-225508,26.2362,-22.9189,11773,,-0.0124,0.1322
g0145030-211715,26.26245,-21.2876,5683,,-0.1047,0.1025
g0145125-083948,26.3022,-8.6634,15310,,0.0573,0.1141
g0145285-100536,26.36865,-10.0933,15253,,0.0245,0.0995
g0145372-401715,26.4048,-40.2874,6165,,-0.1758,0.1502
g0145444-065013,26.4348,-6.8368,15458,,0.0975,0.1207
g0145467-094434,26.4444,-9.7429,14503,15280,-0.0847,0.1284
g0145535-065609,26.47305,-6.9357,15398,,-0.0797,0.1021
g0146237-352545,26.59875,-35.429,7946,,-0.2218,0.1961
g0146296-131452,26.6232,-13.2477,5276,5200,-0.0498,0.0933
g0146410-093941,26.6709,-9.6614,15283,15280,-0.0951,0.1263
g0146503-152333,26.70975,-15.3924,15204,14862,-0.0585,0.1851
g0146583-241237,26.7429,-24.2102,12348,,-0.1873,0.1242
g0147112-035129,26.79675,-3.8579,12458,,-0.2646,0.1222
g0147122-234805,26.8008,-23.8013,16094,,0.0471,0.1555
g0147162-151241,26.8176,-15.2115,15144,14862,-0.0892,0.1314
g0147183-140244,26.826,-14.0454,9776,,0.0151,0.1413
g0147238-542641,26.84925,-54.4448,15189,,0.0558,0.1089
g0147454-215000,26.93895,-21.8334,13331,,0.1885,0.0938
g0147500-051427,26.95845,-5.2407,14079,,0.0402,0.1551
g0147573-154247,26.98875,-15.713,11848,,-0.1437,0.1314
g0148561-234753,27.23385,-23.7981,4314,,0.1123,0.098
g0148574-344313,27.23925,-34.7203,10914,,-0.0471,0.139
g0149046-145829,27.2691,-14.9748,5312,,0.0497,0.0924
g0149084-035416,27.285,-3.9044,4935,4921,-0.0521,0.0944
g0149243-214109,27.3513,-21.6859,14532,,-0.0056,0.1225
g0149280-560312,27.36645,-56.0534,5934,,-0.0098,0.0957
g0149418-583750,27.42405,-58.6306,11163,,0.1741,0.1091
g0150004-062629,27.5016,-6.4414,5059,,-0.1666,0.1065
g0150276-083123,27.61515,-8.523,4972,5146,-0.0308,0.0941
g0150383-243923,27.6597,-24.6563,12802,,0.0335,0.1017
g0150385-084549,27.6603,-8.7637,15106,,-0.1372,0.1224
g0150472-073048,27.6966,-7.5134,15614,,-0.2348,0.1376
g0150526-360047,27.71895,-36.0131,5523,,-0.0041,0.1068
g0151136-762539,27.80685,-76.4275,8192,,-0.0791,0.1233
g0151401-144727,27.91695,-14.7909,15088,15013,0.1282,0.129
g0151552-241860,27.9798,-24.3166,8935,,-0.0957,0.1568
g0151568-164717,27.9864,-16.788,14673,14661,0.2143,0.1337
g0151581-054521,27.99195,-5.7559,14743,,0.018,0.1508
g0152037-143904,28.01535,-14.6511,14938,15013,-0.0153,0.1129
g0152276-180304,28.11495,-18.051,14586,,0.1812,0.148
g0152591-164009,28.24605,-16.6691,11705,,0.0111,0.1025
g0153005-134419,28.25205,-13.7386,1387,,-0.0918,0.1222
g0153031-185642,28.263,-18.945,14349,14362,0.008,0.1594
g0153033-184446,28.2639,-18.746,13749,14362,-0.023,0.1451
g0153525-214314,28.4685,-21.7205,13907,,-0.0323,0.1121
